,,,,,,EC,EC,METRO,METRO,EC,METRO,METRO,EC,,METRO,METRO,METRO,METRO,EC,METRO,METRO,METRO,,METRO,METRO,METRO,METRO,METRO,EC,,METRO,METRO,METRO,EC,METRO,METRO,,METRO,METRO,EC,EC,METRO,METRO,,METRO,METRO,METRO,METRO,,METRO,METRO,METRO,EC,,EC,METRO,METRO,EC,EC,EC,EC,EC,,EC,EC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,|PD|,,D,,,04:08,05:22,05:27,04:53,05:31,,05:08,,05:54,06:26,06:36,06:44,06:33,07:18,07:30,07:37,,07:47,,08:08,08:30,,,,09:47,09:51,10:08,,,11:44,,12:07,12:24,,12:38,13:44,,,14:26,14:29,14:40,16:44,,,16:54,17:01,,,,19:10,19:15,,,,,,,,
36,HERCULES,HRC,,A,,,,05:25,05:30,,05:34,,,,05:57,06:29,06:39,06:47,,07:21,07:33,07:40,,07:50,,08:11,08:33,,,,09:50,09:54,10:11,,,11:47,,12:10,12:27,,,13:47,,,14:29,14:32,14:43,16:47,,,16:57,17:04,,,,19:13,19:18,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,|PD|,,D,,,04:09,05:25,05:29,04:54,05:33,,05:09,,05:56,06:29,06:39,06:46,06:34,07:20,07:32,07:40,,07:50,,08:10,08:32,,,,09:50,09:53,10:11,,,11:46,,12:09,12:27,,12:39,13:46,,,14:29,14:31,14:43,16:46,,,16:57,17:03,,,,19:13,19:18,,,,,,,,
"41,3",BELLE-OMBRE,BEO,,A,,,,,,,05:41,,,,,,,06:54,,,07:40,,,,,,08:40,,,,,10:01,,,,11:54,,,,,12:46,13:54,,,,14:39,,16:54,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,|PD||END|,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TECHNIKON RANT,TEC,,A,,,,05:27,05:32,,,,,,05:59,06:31,06:41,,,07:23,,07:42,,07:52,,08:13,,,,,09:52,,10:13,,,,,12:12,12:29,,,,,,14:31,,14:45,,,,16:59,17:06,,,,19:15,19:20,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,|PD||START|,,D,,,04:10,05:27,05:31,04:55,,,05:10,,05:58,06:31,06:41,,06:35,07:22,,07:42,,07:52,,08:12,,,,,09:52,,10:13,,,,,12:11,12:29,,,,,,14:31,,14:45,,,,16:59,17:05,,,,19:15,19:20,,,,,,,,
1,GOLF,GOX,,A,,,,05:30,05:34,,,,,,06:01,06:33,06:43,,,07:25,,07:44,,07:54,,08:15,,,,,09:54,,10:15,,,,,12:14,12:31,,,,,,14:33,,14:47,,,,17:01,17:08,,,,19:17,19:22,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,|PD|,,D,,,04:11,05:29,05:34,04:56,,,05:11,,06:01,06:33,06:43,,06:36,07:25,,07:44,,07:54,,08:15,,,,,09:54,,10:15,,,,,12:14,12:31,,,,,,14:33,,14:47,,,,17:01,17:08,,,,19:17,19:22,,,,,,,,
"2,28",SCHUTTESTRAAT,SIS,,A,,,04:13,05:32,05:37,,,,05:13,,06:04,06:36,06:46,,06:38,07:28,,07:47,,07:57,,08:18,,,,,09:57,,10:18,,,,,12:17,12:34,,,,,,14:36,,14:50,,,,17:04,17:11,,,,19:20,19:25,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,|PD||END|,,D,,,,05:33,05:37,04:58,,,,,06:04,06:36,06:46,,,07:28,,07:47,,07:57,,08:18,,,,,09:57,,10:18,,,,,12:17,12:34,,,,,,14:36,,14:50,,,,17:04,17:11,,,,19:20,19:25,,,,,,,,
,MITCHELLSTRAAT,MLS,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,|PD||START|,,D,,,,05:33,05:38,04:58,,,,,06:05,06:37,06:47,,,07:29,,07:48,,07:58,,08:19,,,,,09:58,,10:19,,,,,12:18,12:35,,,,,,14:37,,14:51,,,,17:05,17:12,,,,19:21,19:26,,,,,,,,
"0,69",PRETORIA-WES,PWT,,A,,,,05:35,05:39,,,,,,06:06,06:39,06:49,,,07:30,,07:50,,08:00,,08:20,,,,,10:00,,10:21,,,,,12:19,12:37,,,,,,14:39,,14:53,,,,17:07,17:13,,,,19:23,19:28,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,|PD|,,D,,,,05:35,05:39,04:59,,,,,06:06,06:38,06:48,,,07:30,,07:49,,07:59,,08:20,,,,,09:59,,10:20,,,,,12:19,12:36,,,,,,14:38,,14:52,,,,17:06,17:13,,,,19:22,19:27,,,,,,,,
"1,92",BARRACKS,BAR,,A,,,,05:38,05:42,,,,,,06:09,06:41,06:51,,,07:33,,07:52,,08:02,,08:23,,,,,10:02,,10:23,,,,,12:22,12:39,,,,,,14:41,,14:55,,,,17:09,17:16,,,,19:25,19:30,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,|PD|,,D,,,,05:38,05:42,05:00,,,,,06:09,06:41,06:51,,,07:33,,07:52,,08:02,,08:23,,,,,10:02,,10:23,,,,,12:22,12:39,,,,,,14:41,,14:55,,,,17:09,17:16,,,,19:25,19:30,,,,,,,,
"2,51",PRETORIA-B,PRB,,A,,,,05:40,05:44,,,,,,06:11,06:43,06:53,,,07:35,,07:54,,08:04,,08:25,,,,,10:04,,10:25,,,,,12:24,12:41,,,,,,14:43,,14:57,,,,17:11,17:18,,,,19:27,19:32,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,|PD|,,D,,,,05:40,05:44,05:01,,,,,06:11,06:43,06:53,,,07:35,,07:54,,08:04,,08:25,,,,,10:04,,10:25,,,,,12:24,12:41,,,,,,14:43,,14:57,,,,17:11,17:18,,,,19:27,19:32,,,,,,,,
"2,92",PRETORIA,PRY,,A,,,,05:42,05:46,05:03,,,,,06:13,06:45,06:55,,,07:37,,07:56,,08:06,,08:27,,,,,10:06,,10:27,,,,,12:26,12:43,,,,,,14:45,,14:59,,,,17:13,17:20,,,,19:29,19:34,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,|PD||END|,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
