De Wildt/Mabopane                                                                                                                                                                                
                   05:22         06:12  06:23  06:32         07:35  08:14         09:37  09:50  10:17         12:03  12:37  13:03         14:07  14:13  15:13         15:47  16:12  17:23        
AKASIABOOM         05:28         06:18  06:28  06:38         07:41  08:20         09:43  09:56  10:23         12:09  12:43  13:09         14:13  14:19  15:19         15:53  16:18  17:29        
                                                                                                                                                                                                 
                   05:28         06:18  06:28  06:38         07:41  08:20         09:43  09:56  10:23         12:09  12:43  13:09         14:13  14:19  15:19         15:53  16:18  17:29        
WINTERSNEST        05:34  05:55  06:24  06:34  06:44  06:55  07:47  08:26  08:46  09:49  10:02  10:29  11:01  12:15  12:49  13:15  13:30  14:19  14:25  15:25  15:54  15:59  16:24  17:35  19:05 
                                                                                                                                                                                                 
                   05:34  05:54  06:23  06:34  06:44  06:54  07:47  08:25  08:45  09:48  10:02  10:28  11:00  12:15  12:48  13:15  13:29  14:18  14:25  15:25  15:53  15:58  16:23  17:35  18:34 
WOLMERTON          05:39  05:59  06:28  06:38  06:49  06:59  07:52  08:30  08:50  09:53  10:07  10:33  11:05  12:20  12:53  13:20  13:34  14:23  14:30  15:30  15:58  16:03  16:28  17:40  19:09 
                                                                                                                                                                                                 
                   05:39  05:59  06:27  06:38  06:49  06:59  07:52  08:29  08:50  09:52  10:07  10:32  11:05  12:20  12:52  13:20  13:34  14:22  14:30  15:30  15:58  16:02  16:27  17:40  18:39 
PRETORIA-NOORD     05:42  06:03  06:31  06:41  06:52  07:03  07:55  08:33  08:54  09:56  10:10  10:36  11:09  12:23  12:56  13:23  13:38  14:26  14:33  15:33  16:02  16:06  16:31  17:43  19:13 
                                                                                                                                                                                                 
                   05:42  06:03  06:31  06:41  06:52  07:03  07:55  08:33  08:54  09:56  10:10  10:36  11:09  12:23  12:56  13:23  13:38  14:26  14:33  15:33  16:02  16:06  16:31  17:43  18:43 
WONDERBOOM         05:44  06:05  06:33  06:44  06:54  07:05  07:57  08:35  08:56  09:58  10:12  10:38  11:11  12:25  12:58  13:25  13:40  14:28  14:35  15:35  16:04  16:08  16:33  17:45  19:15 
                                                                                                                                                                                                 
                   05:44  06:05  06:33  06:44  06:54  07:05  07:57  08:35  08:56  09:58  10:12  10:38  11:11  12:25  12:58  13:25  13:40  14:28  14:35  15:35  16:04  16:08  16:33  17:45  18:45 
MOUNTAIN VIEW      05:48  06:09  06:37  06:49  06:58  07:09  08:01  08:39  09:00  10:02  10:16  10:42  11:15  12:29  13:02  13:29  13:44  14:32  14:39  15:39  16:08  16:12  16:37  17:49  19:19 
                                                                                                                                                                                                 
                   05:48  06:09  06:36  06:48  06:58  07:09  08:01  08:38  09:00  10:01  10:16  10:41  11:15  12:29  13:01  13:29  13:44  14:31  14:39  15:39  16:08  16:11  16:36  17:49  18:49 
DASPOORT           05:51  06:12  06:39  06:51  07:01  07:12  08:04  08:41  09:03  10:04  10:19  10:44  11:18  12:32  13:04  13:32  13:47  14:34  14:42  15:42  16:11  16:14  16:39  17:52  19:22 
                                                                                                                                                                                                 
                   05:51  06:12  06:39         07:01  07:12  08:04  08:41  09:03         10:19  10:44  11:18  12:32         13:32  13:47  14:34  14:42  15:42  16:11         16:39  17:52  18:52 
HERCULES           05:53  06:14  06:41         07:03  07:14  08:06  08:43  09:05         10:21  10:46  11:20  12:34         13:34  13:49  14:36  14:44  15:44  16:13         16:41  17:54  19:24 
                                                                                                                                                                                                 
                   05:53  06:14  06:41         07:03  07:14  08:06  08:43  09:05         10:21  10:46  11:20  12:34         13:34  13:49  14:36  14:44  15:44  16:13         16:41  17:54  18:54 
BELLE-OMBRE                      06:49                              08:51                       10:54                                     14:44                              16:49               
                                                                                                                                                                                                 
                                                                                                                                                                                                 
TECHNIKON RANT     05:56  06:17                07:06  07:17  08:09         09:08         10:24         11:23  12:37         13:37  13:52         14:47  15:47  16:16                17:57  19:17 
                                                                                                                                                                                                 
                   05:55  06:16                07:05  07:16  08:08         09:07         10:23         11:22  12:36         13:36  13:51         14:46  15:46  16:15                17:56  18:56 
GOLF               05:58  06:19                07:08  07:19  08:11         09:10         10:26         11:25  12:39         13:39  13:54         14:49  15:49  16:18                17:59  19:19 
                                                                                                                                                                                                 
                   05:58  06:18                07:08  07:18  08:11         09:09         10:26         11:24  12:39         13:39  13:53         14:49  15:49  16:17                17:59  18:58 
SCHUTTESTRAAT      06:00  06:21                07:10  07:21  08:13         09:12         10:28         11:27  12:41         13:41  13:56         14:51  15:51  16:20                18:01  19:31 
                                                                                                                                                                                                 
                   06:00  06:21                07:10  07:21  08:13         09:12         10:28         11:27  12:41         13:41  13:56         14:51  15:51  16:20                18:01  19:01 
MITCHELLSTRAAT                                                                                                                                                                                   
                                                                                                                                                                                                 
                   06:01  06:22                07:11  07:22  08:14         09:13         10:29         11:28  12:42         13:42  13:57         14:52  15:52  16:21                18:02  19:02 
PRETORIA-WES       06:03  06:24                07:13  07:24  08:16         09:15         10:31         11:30  12:44         13:44  13:59         14:54  15:54  16:23                18:04  19:34 
                                                                                                                                                                                                 
                   06:03  06:24                07:13  07:24  08:16         09:15         10:31         11:30  12:44         13:44  13:59         14:54  15:54  16:23                18:04  19:04 
BARRACKS           06:05  06:26                07:15  07:26  08:18         09:17         10:33         11:32  12:46         13:46  14:01         14:56  15:56  16:25                18:06  19:36 
                                                                                                                                                                                                 
                   06:05  06:26                07:15  07:26  08:18         09:17         10:33         11:32  12:46         13:46  14:01         14:56  15:56  16:25                18:06  19:06 
PRETORIA-B         06:07  06:28                07:17  07:28  08:20         09:19         10:35         11:34  12:48         13:48  14:03         14:58  15:58  16:27                18:08  19:38 
                                                                                                                                                                                                 
                   06:07  06:28                07:17  07:28  08:20         09:19         10:35         11:34  12:48         13:48  14:03         14:58  15:58  16:27                18:08  19:08 
PRETORIA           06:09  06:30                07:19  07:30  08:22         09:21         10:37         11:36  12:50         13:50  14:05         15:00  16:00  16:29                18:10  19:40 
                                                                                                                                                                                                 
                                                                                                                                                                                                 
